profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,contrast,difference,ci95_low,ci95_high,ci_excludes_zero,direction_if_excludes_zero
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-427.0736813345939,-431.6383334925508,-422.8930961314085,True,negative
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.025520250676371335,0.024860818162394955,0.026167570561371745,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.028317170739079578,-0.03343546675240662,-0.023070682495262625,True,negative
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.291738788962153,0.28499240146822186,0.2984456854171698,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,6.868932973256081,6.759684692662533,6.97952306029693,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.5348425128555491,0.527398295640455,0.5425788284115854,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-427.0736813345939,-431.6363149145102,-422.9255167892151,True,negative
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.025520250676371335,0.02485811265135548,0.026169736217490386,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.028317170739079578,-0.03336676373032878,-0.02301165580940144,True,negative
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.48346759669190037,0.4760067068484245,0.4912413506554105,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,24.537259330520094,23.86098446438061,25.22800623904382,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.30078594244638324,0.2929559423551879,0.3090120078091132,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-631.3539817704536,-638.5620232344515,-623.7574562664345,True,negative
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.023919366402240034,0.023343564764405737,0.024516422569809022,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.022070279591907105,-0.026145705191456113,-0.018113504235071038,True,negative
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.29179868557180233,0.28375190879177065,0.3000914383257902,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,6.874522956028228,6.776011666248255,6.982821394335587,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.53326945920743,0.5262769349153331,0.5408964407653426,True,positive
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-631.3539817704536,-638.5457476260717,-623.6951623769567,True,negative
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.023919366402240034,0.02334122887265544,0.02451416562224137,True,positive
